id,label,sentiment_label,sentiment_score,ml_sentiment,sentiment_category
150,0,negative,-0.0625,0,neutral
151,0,negative,0.5,0,positive
152,1,positive,-0.10833333333333334,1,negative
153,0,negative,0.0,0,neutral
157,1,positive,0.033333333333333326,1,neutral
158,0,negative,0.6875,0,strong positive
159,0,negative,0.0,0,neutral
160,0,negative,0.4166666666666667,0,positive
161,0,negative,0.13636363636363635,0,positive
162,0,negative,0.0,0,neutral
163,0,negative,0.9765625,0,strong positive
164,0,negative,0.0,0,neutral
165,0,negative,0.5,0,positive
166,0,negative,0.2556818181818182,0,positive
167,0,negative,1.0,0,strong positive
169,0,negative,-0.625,0,strong negative
170,0,negative,0.0,0,neutral
171,0,negative,0.0,0,neutral
172,0,negative,-0.0625,0,neutral
173,0,negative,0.0,0,neutral
174,0,negative,-0.65,0,strong negative
175,0,negative,-0.057777777777777775,0,neutral
176,0,negative,0.7,0,strong positive
177,0,negative,-0.6333333333333332,0,strong negative
178,0,negative,0.8333333333333334,0,strong positive
179,0,negative,0.1,0,neutral
180,0,negative,0.0,0,neutral
181,0,negative,-1.0,0,strong negative
182,0,negative,0.6333333333333333,0,strong positive
183,0,negative,0.78125,0,strong positive
184,0,negative,0.2857142857142857,0,positive
185,0,negative,0.5,0,positive
186,0,negative,0.0,0,neutral
187,0,negative,0.0,0,neutral
188,0,negative,0.275,0,positive
189,0,negative,0.0,0,neutral
190,0,negative,0.22727272727272727,0,positive
191,0,negative,0.6,0,strong positive
192,0,negative,0.575,0,positive
193,1,positive,0.0,1,neutral
194,0,negative,0.16026936026936026,0,positive
196,0,negative,0.0,0,neutral
197,0,negative,0.1,0,neutral
199,0,negative,0.0,0,neutral
200,0,negative,-0.010317460317460317,0,neutral
201,0,negative,0.5,0,positive
203,0,negative,0.125,0,positive
204,0,negative,0.36363636363636365,0,positive
205,0,negative,0.22727272727272727,0,positive
206,0,negative,-0.6999999999999998,0,strong negative
207,0,negative,0.0,0,neutral
208,0,negative,0.525,0,positive
209,0,negative,0.3333333333333333,0,positive
211,1,positive,-0.8,1,strong negative
212,0,negative,0.4166666666666667,0,positive
213,0,negative,0.490625,0,positive
214,0,negative,0.0,0,neutral
215,0,negative,0.0,0,neutral
216,0,negative,0.9,0,strong positive
217,0,negative,0.0,0,neutral
218,0,negative,0.0,0,neutral
219,0,negative,0.9765625,0,strong positive
220,0,negative,0.08409090909090908,0,neutral
221,0,negative,0.0,0,neutral
222,0,negative,0.5,0,positive
223,0,negative,0.22727272727272727,0,positive
224,0,negative,0.0,0,neutral
225,0,negative,0.0,0,neutral
227,0,negative,0.5,0,positive
228,0,negative,0.0,0,neutral
229,0,negative,0.0,0,neutral
230,0,negative,0.0,0,neutral
231,0,negative,0.6136363636363636,0,strong positive
232,0,negative,0.44285714285714284,0,positive
234,0,negative,0.6,0,strong positive
235,0,negative,0.7,0,strong positive
236,0,negative,0.675,0,strong positive
237,0,negative,0.2,0,positive
238,0,negative,0.2,0,positive
239,0,negative,0.0,0,neutral
240,0,negative,0.35,0,positive
241,0,negative,0.0,0,neutral
242,0,negative,0.375,0,positive
243,0,negative,0.5,0,positive
244,0,negative,0.8,0,strong positive
245,0,negative,0.5,0,positive
246,0,negative,0.30625,0,positive
247,0,negative,0.26,0,positive
248,0,negative,0.0,0,neutral
249,0,negative,0.15,0,positive
250,0,negative,0.8,0,strong positive
251,0,negative,0.5428571428571429,0,positive
252,0,negative,-0.75,0,strong negative
253,0,negative,0.3333333333333333,0,positive
254,0,negative,-0.625,0,strong negative
255,0,negative,0.1,0,neutral
256,0,negative,0.2,0,positive
257,0,negative,0.7111111111111111,0,strong positive
259,0,negative,0.11458333333333334,0,positive
260,0,negative,0.6,0,strong positive
261,0,negative,0.65,0,strong positive
262,0,negative,0.0,0,neutral
263,0,negative,0.425,0,positive
264,1,positive,0.0,1,neutral
265,1,positive,-0.23750000000000002,1,negative
266,0,negative,0.0,0,neutral
267,0,negative,0.0,0,neutral
268,0,negative,0.9765625,0,strong positive
271,0,negative,0.0,0,neutral
272,0,negative,0.35,0,positive
273,0,negative,0.0,0,neutral
274,0,negative,0.5,0,positive
275,0,negative,0.8,0,strong positive
276,0,negative,0.0,0,neutral
277,0,negative,0.63828125,0,strong positive
278,0,negative,0.3125,0,positive
279,0,negative,0.18181818181818182,0,positive
280,0,negative,1.0,0,strong positive
281,0,negative,0.0,0,neutral
283,0,negative,0.2828125,0,positive
284,0,negative,0.42857142857142855,0,positive
285,0,negative,1.0,0,strong positive
286,0,negative,0.0,0,neutral
287,0,negative,0.8,0,strong positive
288,0,negative,0.8,0,strong positive
289,0,negative,0.033333333333333326,0,neutral
290,0,negative,0.0,0,neutral
292,0,negative,0.875,0,strong positive
293,0,negative,0.25,0,positive
294,0,negative,0.9,0,strong positive
295,0,negative,0.5333333333333333,0,positive
297,0,negative,0.8,0,strong positive
298,0,negative,0.36363636363636365,0,positive
299,0,negative,0.26666666666666666,0,positive
300,0,negative,0.0,0,neutral
301,0,negative,-1.0,0,strong negative
302,0,negative,0.5625,0,positive
303,0,negative,0.39999999999999997,0,positive
304,0,negative,0.22727272727272727,0,positive
305,0,negative,0.875,0,strong positive
306,0,negative,0.575,0,positive
307,0,negative,-0.0625,0,neutral
308,0,negative,0.0,0,neutral
310,0,negative,0.6000000000000001,0,strong positive
311,0,negative,0.2,0,positive
312,0,negative,0.25,0,positive
314,1,positive,-1.0,1,strong negative
315,0,negative,0.32222222222222224,0,positive
316,0,negative,0.04999999999999999,0,neutral
317,0,negative,0.06666666666666665,0,neutral
318,0,negative,0.0,0,neutral
319,0,negative,0.0,0,neutral
320,0,negative,0.1328125,0,positive
321,0,negative,0.0,0,neutral
323,0,negative,-0.09999999999999999,0,neutral
324,0,negative,0.4,0,positive
325,0,negative,0.11666666666666665,0,positive
326,0,negative,0.42857142857142855,0,positive
327,0,negative,0.0,0,neutral
328,0,negative,0.5,0,positive
329,0,negative,0.75,0,strong positive
330,0,negative,0.15,0,positive
331,0,negative,0.0,0,neutral
332,0,negative,0.9765625,0,strong positive
333,1,positive,0.0,1,neutral
334,0,negative,0.375,0,positive
335,0,negative,0.0,0,neutral
336,0,negative,-0.9,0,strong negative
337,0,negative,0.3,0,positive
338,0,negative,0.5,0,positive
339,0,negative,0.3333333333333333,0,positive
340,0,negative,0.3,0,positive
341,0,negative,0.0,0,neutral
342,0,negative,0.0,0,neutral
343,0,negative,1.0,0,strong positive
344,0,negative,0.0,0,neutral
345,0,negative,0.0,0,neutral
346,0,negative,1.0,0,strong positive
348,0,negative,0.0,0,neutral
349,0,negative,0.7,0,strong positive
350,0,negative,0.30833333333333335,0,positive
351,0,negative,0.0,0,neutral
352,0,negative,0.22727272727272727,0,positive
353,0,negative,0.0,0,neutral
354,0,negative,0.0,0,neutral
355,1,positive,0.0,1,neutral
356,0,negative,0.0,0,neutral
357,0,negative,0.0,0,neutral
358,0,negative,0.5,0,positive
359,0,negative,0.6,0,strong positive
361,0,negative,0.4000000000000001,0,positive
362,0,negative,0.890625,0,strong positive
363,1,positive,0.0,1,neutral
364,0,negative,0.0,0,neutral
365,0,negative,0.78125,0,strong positive
366,0,negative,0.0,0,neutral
367,0,negative,0.65,0,strong positive
368,0,negative,0.625,0,strong positive
369,0,negative,0.4752314814814815,0,positive
370,0,negative,0.0,0,neutral
371,0,negative,0.3571428571428571,0,positive
372,0,negative,0.455,0,positive
374,0,negative,0.55,0,positive
376,0,negative,0.875,0,strong positive
377,0,negative,0.36,0,positive
378,0,negative,0.0,0,neutral
380,0,negative,0.0,0,neutral
381,0,negative,0.0,0,neutral
382,0,negative,0.0,0,neutral
384,0,negative,0.5,0,positive
385,0,negative,0.25,0,positive
386,0,negative,0.0,0,neutral
387,0,negative,0.0,0,neutral
388,0,negative,0.0625,0,neutral
389,0,negative,0.175,0,positive
390,0,negative,0.0,0,neutral
391,0,negative,0.4166666666666667,0,positive
392,0,negative,0.625,0,strong positive
393,0,negative,-0.025,0,neutral
394,0,negative,0.21818181818181817,0,positive
395,0,negative,0.375,0,positive
396,0,negative,0.1,0,neutral
397,0,negative,0.2857142857142857,0,positive
398,0,negative,0.65,0,strong positive
399,0,negative,0.0,0,neutral
400,0,negative,0.0,0,neutral
401,0,negative,0.0,0,neutral
402,0,negative,0.0,0,neutral
403,0,negative,0.2,0,positive
404,0,negative,0.0,0,neutral
405,0,negative,0.0,0,neutral
406,1,positive,0.0,1,neutral
407,0,negative,0.0,0,neutral
408,0,negative,0.0,0,neutral
409,0,negative,0.25,0,positive
410,0,negative,0.78125,0,strong positive
411,0,negative,0.0,0,neutral
412,0,negative,0.46666666666666673,0,positive
413,0,negative,0.7333333333333334,0,strong positive
414,0,negative,0.0,0,neutral
415,0,negative,0.0,0,neutral
416,0,negative,0.0,0,neutral
417,0,negative,0.0,0,neutral
418,0,negative,0.0,0,neutral
419,0,negative,0.0,0,neutral
420,0,negative,0.0,0,neutral
421,0,negative,0.85,0,strong positive
422,0,negative,0.78125,0,strong positive
424,0,negative,0.0,0,neutral
425,0,negative,0.3125,0,positive
426,1,positive,0.0,1,neutral
427,0,negative,0.5,0,positive
428,0,negative,0.0,0,neutral
429,0,negative,0.7,0,strong positive
430,0,negative,0.17045454545454544,0,positive
431,0,negative,0.22727272727272727,0,positive
432,0,negative,0.0,0,neutral
433,1,positive,0.06666666666666667,1,neutral
434,0,negative,0.0,0,neutral
435,0,negative,-0.03125,0,neutral
437,0,negative,0.275,0,positive
438,0,negative,0.0,0,neutral
440,0,negative,0.4,0,positive
441,0,negative,0.0,0,neutral
443,0,negative,0.5,0,positive
444,1,positive,-0.05,1,neutral
445,0,negative,0.0,0,neutral
446,0,negative,0.25,0,positive
447,0,negative,0.9765625,0,strong positive
448,0,negative,1.0,0,strong positive
449,0,negative,0.09999999999999999,0,neutral
450,0,negative,0.0,0,neutral
451,0,negative,0.575,0,positive
452,0,negative,0.14285714285714285,0,positive
453,0,negative,0.6,0,strong positive
454,0,negative,0.1,0,neutral
455,0,negative,0.22727272727272727,0,positive
456,0,negative,0.13636363636363635,0,positive
457,0,negative,1.0,0,strong positive
458,0,negative,0.3,0,positive
459,0,negative,0.0,0,neutral
460,0,negative,0.0,0,neutral
461,0,negative,-0.0625,0,neutral
462,0,negative,0.5,0,positive
463,0,negative,0.5636363636363636,0,positive
464,0,negative,0.04999999999999999,0,neutral
465,0,negative,0.78125,0,strong positive
466,0,negative,0.35714285714285715,0,positive
467,0,negative,0.0,0,neutral
468,0,negative,0.0,0,neutral
469,0,negative,0.5,0,positive
470,0,negative,0.36250000000000004,0,positive
471,0,negative,0.0,0,neutral
472,0,negative,0.3,0,positive
473,0,negative,0.7,0,strong positive
474,0,negative,0.0,0,neutral
476,0,negative,0.25,0,positive
477,0,negative,1.0,0,strong positive
478,0,negative,0.0,0,neutral
479,0,negative,0.0,0,neutral
480,0,negative,0.13636363636363635,0,positive
481,0,negative,0.125,0,positive
482,0,negative,0.0,0,neutral
483,0,negative,0.0,0,neutral
484,0,negative,0.6136363636363636,0,strong positive
485,0,negative,0.0,0,neutral
486,0,negative,0.5,0,positive
487,1,positive,0.0,1,neutral
488,0,negative,0.0,0,neutral
489,0,negative,0.5,0,positive
490,0,negative,0.1,0,neutral
491,0,negative,0.5,0,positive
493,0,negative,0.4,0,positive
494,0,negative,0.4619047619047619,0,positive
495,0,negative,0.3666666666666667,0,positive
496,0,negative,0.36363636363636365,0,positive
497,0,negative,0.3125,0,positive
498,0,negative,0.0,0,neutral
499,1,positive,-0.16666666666666666,1,negative
500,0,negative,0.16666666666666666,0,positive
501,0,negative,0.0,0,neutral
502,0,negative,0.0,0,neutral
503,0,negative,0.0,0,neutral
505,0,negative,0.3,0,positive
506,0,negative,0.5,0,positive
507,0,negative,0.0,0,neutral
508,0,negative,0.45,0,positive
509,0,negative,0.0,0,neutral
510,0,negative,0.13636363636363635,0,positive
511,0,negative,0.5,0,positive
512,0,negative,0.6,0,strong positive
513,0,negative,0.0,0,neutral
514,0,negative,0.0,0,neutral
515,0,negative,0.0,0,neutral
517,0,negative,0.5056818181818181,0,positive
518,0,negative,0.0,0,neutral
519,0,negative,0.0,0,neutral
520,0,negative,0.3416666666666667,0,positive
521,0,negative,0.13636363636363635,0,positive
522,0,negative,0.5666666666666667,0,positive
524,0,negative,1.0,0,strong positive
525,0,negative,0.0,0,neutral
526,0,negative,0.2,0,positive
527,1,positive,0.0,1,neutral
528,0,negative,0.28125,0,positive
529,0,negative,-0.06666666666666667,0,neutral
530,0,negative,0.0,0,neutral
531,0,negative,0.0,0,neutral
532,1,positive,0.0,1,neutral
533,0,negative,0.890625,0,strong positive
534,0,negative,0.0,0,neutral
535,0,negative,0.0,0,neutral
536,0,negative,0.24999999999999997,0,positive
537,0,negative,0.1,0,neutral
538,0,negative,0.0,0,neutral
539,0,negative,0.25,0,positive
540,0,negative,0.0,0,neutral
541,0,negative,0.4125,0,positive
542,0,negative,0.15,0,positive
543,0,negative,0.015169270833333248,0,neutral
544,0,negative,0.11249999999999999,0,positive
545,1,positive,0.0,1,neutral
546,0,negative,-0.9375,0,strong negative
547,0,negative,0.0,0,neutral
548,0,negative,1.0,0,strong positive
550,0,negative,0.0,0,neutral
552,0,negative,1.0,0,strong positive
553,0,negative,1.0,0,strong positive
554,0,negative,0.0,0,neutral
555,0,negative,0.04999999999999999,0,neutral
556,0,negative,0.375,0,positive
557,0,negative,0.2,0,positive
558,0,negative,0.0,0,neutral
559,1,positive,0.0,1,neutral
561,0,negative,0.5,0,positive
562,0,negative,0.4,0,positive
563,0,negative,0.0,0,neutral
564,0,negative,0.15,0,positive
565,0,negative,0.0,0,neutral
566,0,negative,0.175,0,positive
567,0,negative,0.09999999999999995,0,neutral
568,0,negative,0.0,0,neutral
569,0,negative,0.0,0,neutral
570,1,positive,0.0,1,neutral
573,0,negative,0.6875,0,strong positive
574,0,negative,0.0,0,neutral
575,0,negative,0.19318181818181818,0,positive
576,0,negative,0.25,0,positive
577,0,negative,0.625,0,strong positive
578,0,negative,0.875,0,strong positive
579,0,negative,0.5,0,positive
581,0,negative,0.0,0,neutral
582,0,negative,0.7,0,strong positive
583,0,negative,0.45,0,positive
584,0,negative,0.25,0,positive
585,0,negative,0.5,0,positive
586,0,negative,0.55,0,positive
588,0,negative,0.0,0,neutral
589,0,negative,0.0,0,neutral
590,0,negative,0.0,0,neutral
591,0,negative,0.0,0,neutral
592,0,negative,0.4,0,positive
593,0,negative,0.25,0,positive
594,0,negative,0.06818181818181818,0,neutral
595,0,negative,0.0,0,neutral
596,0,negative,0.04999999999999999,0,neutral
597,0,negative,0.4,0,positive
598,0,negative,0.25,0,positive
599,0,negative,1.0,0,strong positive
600,0,negative,0.4166666666666667,0,positive
601,0,negative,0.0,0,neutral
602,0,negative,0.6166666666666667,0,strong positive
603,0,negative,0.5666666666666668,0,positive
604,0,negative,-0.75,0,strong negative
605,0,negative,0.6,0,strong positive
606,0,negative,0.020833333333333332,0,neutral
607,0,negative,0.1,0,neutral
608,0,negative,-0.75,0,strong negative
609,0,negative,0.0,0,neutral
610,1,positive,0.0,1,neutral
611,0,negative,0.3,0,positive
612,0,negative,0.4375,0,positive
614,0,negative,0.5,0,positive
615,0,negative,0.22727272727272727,0,positive
616,0,negative,0.0,0,neutral
617,0,negative,0.14285714285714285,0,positive
619,0,negative,0.2,0,positive
620,0,negative,0.5,0,positive
622,1,positive,0.0,1,neutral
624,0,negative,0.5,0,positive
625,0,negative,0.13636363636363635,0,positive
626,0,negative,0.0,0,neutral
627,0,negative,0.5693181818181818,0,positive
628,0,negative,0.0,0,neutral
629,0,negative,1.0,0,strong positive
630,0,negative,0.0,0,neutral
631,0,negative,0.7,0,strong positive
632,0,negative,0.0,0,neutral
633,0,negative,0.8,0,strong positive
634,0,negative,0.08522727272727272,0,neutral
635,0,negative,0.4,0,positive
636,0,negative,0.0,0,neutral
637,0,negative,0.5,0,positive
639,0,negative,0.1,0,neutral
640,0,negative,0.0,0,neutral
642,0,negative,0.6,0,strong positive
643,0,negative,0.2215909090909091,0,positive
644,0,negative,0.0,0,neutral
645,0,negative,0.4636363636363636,0,positive
646,0,negative,0.0,0,neutral
647,0,negative,0.4,0,positive
648,0,negative,0.22727272727272727,0,positive
649,0,negative,0.22727272727272727,0,positive
650,1,positive,0.0,1,neutral
651,0,negative,0.0,0,neutral
652,0,negative,0.5,0,positive
653,0,negative,0.3125,0,positive
655,0,negative,0.0,0,neutral
657,0,negative,0.22727272727272727,0,positive
658,0,negative,0.0,0,neutral
659,0,negative,0.0,0,neutral
661,0,negative,0.5,0,positive
662,0,negative,0.0,0,neutral
663,0,negative,0.5428571428571429,0,positive
664,0,negative,0.43333333333333335,0,positive
665,0,negative,0.0,0,neutral
666,0,negative,0.0,0,neutral
668,0,negative,0.0,0,neutral
669,0,negative,0.22727272727272727,0,positive
670,0,negative,0.033333333333333326,0,neutral
671,0,negative,0.85,0,strong positive
672,0,negative,0.0,0,neutral
673,0,negative,0.22727272727272727,0,positive
674,0,negative,0.20833333333333334,0,positive
675,0,negative,0.15,0,positive
676,0,negative,0.8,0,strong positive
677,0,negative,0.0,0,neutral
679,0,negative,0.3333333333333333,0,positive
680,0,negative,0.0,0,neutral
681,0,negative,0.0,0,neutral
682,0,negative,0.1,0,neutral
683,0,negative,0.6875,0,strong positive
684,0,negative,0.2333333333333333,0,positive
685,0,negative,0.0,0,neutral
686,0,negative,0.5,0,positive
688,0,negative,0.22727272727272727,0,positive
689,0,negative,0.5,0,positive
690,0,negative,0.0,0,neutral
691,0,negative,-0.05,0,neutral
692,0,negative,0.8,0,strong positive
693,1,positive,-0.4361111111111111,1,negative
694,0,negative,0.0,0,neutral
695,0,negative,0.6,0,strong positive
696,0,negative,0.48,0,positive
697,0,negative,0.5,0,positive
698,0,negative,0.1,0,neutral
699,0,negative,0.9765625,0,strong positive
700,0,negative,-0.04166666666666666,0,neutral
701,0,negative,0.3,0,positive
702,0,negative,1.0,0,strong positive
704,0,negative,0.10000000000000002,0,positive
705,0,negative,0.0,0,neutral
706,0,negative,0.0,0,neutral
707,0,negative,-0.75,0,strong negative
708,0,negative,0.5777777777777778,0,positive
709,0,negative,0.35,0,positive
711,0,negative,0.35,0,positive
712,0,negative,0.0,0,neutral
713,0,negative,0.06507936507936507,0,neutral
714,0,negative,0.5,0,positive
715,0,negative,0.0,0,neutral
716,0,negative,0.13636363636363635,0,positive
717,0,negative,0.0,0,neutral
718,0,negative,0.0,0,neutral
719,0,negative,0.125,0,positive
720,0,negative,0.0,0,neutral
721,0,negative,-0.05,0,neutral
722,0,negative,0.1,0,neutral
723,0,negative,-0.6999999999999998,0,strong negative
724,0,negative,0.578125,0,positive
725,0,negative,0.0,0,neutral
726,0,negative,0.5166666666666666,0,positive
728,0,negative,0.0,0,neutral
729,0,negative,0.0,0,neutral
730,0,negative,-0.65,0,strong negative
731,0,negative,0.2833333333333333,0,positive
732,0,negative,-0.05,0,neutral
733,0,negative,0.0,0,neutral
734,1,positive,0.0,1,neutral
735,0,negative,0.13636363636363635,0,positive
736,1,positive,-0.7,1,strong negative
737,0,negative,0.0,0,neutral
738,0,negative,0.8,0,strong positive
739,0,negative,0.0,0,neutral
740,0,negative,0.8,0,strong positive
741,0,negative,0.5,0,positive
742,0,negative,0.75,0,strong positive
743,0,negative,0.65,0,strong positive
744,0,negative,0.8,0,strong positive
745,0,negative,0.0,0,neutral
747,1,positive,0.0,1,neutral
748,0,negative,0.2901515151515151,0,positive
749,0,negative,0.5,0,positive
750,1,positive,-0.2,1,negative
751,0,negative,-0.04545454545454545,0,neutral
752,0,negative,0.0,0,neutral
753,0,negative,0.35,0,positive
754,0,negative,0.0,0,neutral
755,0,negative,0.0,0,neutral
756,0,negative,0.0,0,neutral
757,0,negative,1.0,0,strong positive
758,0,negative,0.6,0,strong positive
759,0,negative,0.5,0,positive
760,0,negative,0.0,0,neutral
761,0,negative,0.5,0,positive
762,0,negative,-0.625,0,strong negative
763,0,negative,0.32499999999999996,0,positive
764,1,positive,0.0,1,neutral
766,0,negative,0.5,0,positive
767,0,negative,0.75,0,strong positive
769,0,negative,0.5,0,positive
770,0,negative,0.0,0,neutral
773,0,negative,0.48522727272727273,0,positive
774,0,negative,0.0,0,neutral
775,0,negative,0.0,0,neutral
776,0,negative,0.0,0,neutral
777,0,negative,0.2,0,positive
778,0,negative,0.22727272727272727,0,positive
779,0,negative,0.275,0,positive
780,0,negative,0.8166666666666668,0,strong positive
781,1,positive,0.041666666666666664,1,neutral
782,0,negative,0.0,0,neutral
783,0,negative,0.9375,0,strong positive
784,0,negative,0.5,0,positive
785,0,negative,0.0,0,neutral
786,0,negative,0.1,0,neutral
787,0,negative,0.0,0,neutral
789,0,negative,0.0,0,neutral
791,1,positive,0.0,1,neutral
792,0,negative,0.0,0,neutral
793,0,negative,0.3625,0,positive
794,1,positive,0.0,1,neutral
795,0,negative,0.5,0,positive
796,1,positive,-0.15,1,negative
797,0,negative,0.78125,0,strong positive
798,0,negative,0.9765625,0,strong positive
799,0,negative,0.25,0,positive
800,0,negative,0.3,0,positive
801,0,negative,0.26666666666666666,0,positive
802,0,negative,0.0,0,neutral
803,1,positive,-0.07500000000000001,1,neutral
804,0,negative,0.0,0,neutral
805,1,positive,0.0,1,neutral
806,0,negative,0.5,0,positive
807,0,negative,0.0,0,neutral
808,0,negative,0.41363636363636364,0,positive
809,0,negative,-0.07142857142857142,0,neutral
811,0,negative,0.6,0,strong positive
812,1,positive,0.0,1,neutral
814,0,negative,0.2857142857142857,0,positive
815,0,negative,0.5,0,positive
816,1,positive,-0.14285714285714285,1,negative
818,0,negative,0.0,0,neutral
819,0,negative,0.0,0,neutral
820,0,negative,0.0,0,neutral
821,0,negative,-0.07142857142857142,0,neutral
822,0,negative,0.7,0,strong positive
823,0,negative,0.0,0,neutral
824,0,negative,0.19166666666666665,0,positive
825,0,negative,0.375,0,positive
826,0,negative,0.0,0,neutral
827,1,positive,0.0,1,neutral
828,0,negative,0.9765625,0,strong positive
829,0,negative,-1.0,0,strong negative
830,0,negative,0.5,0,positive
831,0,negative,0.16666666666666666,0,positive
832,1,positive,0.9,1,strong positive
833,0,negative,0.0,0,neutral
834,0,negative,0.0,0,neutral
835,0,negative,0.4166666666666667,0,positive
836,0,negative,0.0,0,neutral
837,0,negative,0.09999999999999998,0,neutral
838,0,negative,0.6,0,strong positive
839,0,negative,0.35075757575757577,0,positive
841,0,negative,0.0,0,neutral
842,0,negative,0.0,0,neutral
843,0,negative,0.0,0,neutral
845,0,negative,0.8,0,strong positive
846,0,negative,0.0,0,neutral
847,0,negative,0.0,0,neutral
848,0,negative,0.0,0,neutral
849,0,negative,0.42857142857142855,0,positive
850,0,negative,0.0,0,neutral
851,0,negative,0.3,0,positive
852,0,negative,0.5,0,positive
853,0,negative,0.0,0,neutral
854,0,negative,0.2625,0,positive
855,0,negative,0.0,0,neutral
856,0,negative,0.48828125,0,positive
857,0,negative,0.8333333333333334,0,strong positive
